System,JCA ID,Capability,WME,WME Description
JMPT,1.4.1.7.1,Plan Collaboratively,M1,Optimize Critical Internal Management Processes
JOHNSON CONTROLS,4.7.1.2,Facilities Support,E4,Deliver Solutions to Combatant Commands
JOHNSON CONTROLS,4.7.1.2,Facilities Support,W5,Manage and Administer MTFs
JOHNSON CONTROLS,4.7.1.2,Facilities Support,M1,Optimize Critical Internal Management Processes
JOMIS,5.2.1.3,Disseminate Information,E1,Empower and Care for Our People
JOMIS,5.2.1.3,Disseminate Information,W1,Build Robust Improvement Capability
JOMIS,5.2.1.3,Disseminate Information,W5,Manage and Administer MTFs
JOMIS,5.2.1.3,Disseminate Information,W7,Deliver and Sustain Electronic Health Record
JOMIS,1.4.2.3.2,Ambulatory Diagnostic Services (Dental),E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,1.4.2.3.2,Ambulatory Diagnostic Services (Dental),E4,Deliver Solutions to Combatant Commands
JOMIS,1.4.2.3.2,Ambulatory Diagnostic Services (Dental),W5,Manage and Administer MTFs
JOMIS,1.4.2.3.2,Ambulatory Diagnostic Services (Dental),W8,Improve Readiness Health and Experience
JOMIS,5.3.1.2,Document Problem Elements,W1,Build Robust Improvement Capability
JOMIS,5.3.1.2,Document Problem Elements,W3,Gather Develop and Prioritize Requirements
JOMIS,5.3.1.2,Document Problem Elements,W4,Unify and Fully Integrate the Enterprise Support Activities
JOMIS,5.3.1.2,Document Problem Elements,W5,Manage and Administer MTFs
JOMIS,5.3.1.2,Document Problem Elements,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
JOMIS,5.3.1.2,Document Problem Elements,W7,Deliver and Sustain Electronic Health Record
JOMIS,1.4.2.3.3,Inpatient Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,1.4.2.3.3,Inpatient Diagnostic Services,E4,Deliver Solutions to Combatant Commands
JOMIS,1.4.2.3.3,Inpatient Diagnostic Services,W5,Manage and Administer MTFs
JOMIS,1.4.2.3.3,Inpatient Diagnostic Services,W8,Improve Readiness Health and Experience
JOMIS,1.4.2.4.2,Emergency Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,1.4.2.4.2,Emergency Services,E4,Deliver Solutions to Combatant Commands
JOMIS,1.4.2.4.2,Emergency Services,W4,Unify and Fully Integrate the Enterprise Support Activities
JOMIS,1.4.2.4.2,Emergency Services,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
JOMIS,1.4.2.4.2,Emergency Services,W8,Improve Readiness Health and Experience
JOMIS,1.4.2.4.2,Emergency Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,1.4.2.4.2,Emergency Services,E4,Deliver Solutions to Combatant Commands
JOMIS,1.4.2.4.2,Emergency Services,W5,Manage and Administer MTFs
JOMIS,1.4.2.4.2,Emergency Services,W8,Improve Readiness Health and Experience
JOMIS,1.1.1.2,Assignment,E4,Deliver Solutions to Combatant Commands
JOMIS,1.1.1.2,Assignment,W3,Gather Develop and Prioritize Requirements
JOMIS,1.1.1.2,Assignment,W4,Unify and Fully Integrate the Enterprise Support Activities
JOMIS,1.1.1.2,Assignment,W5,Manage and Administer MTFs
JOMIS,1.1.1.2,Assignment,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
JOMIS,1.1.1.2,Assignment,M1,Optimize Critical Internal Management Processes
JOMIS,1.4.2.5.3,Burn Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,1.4.2.5.3,Burn Care,E4,Deliver Solutions to Combatant Commands
JOMIS,1.4.2.5.3,Burn Care,W5,Manage and Administer MTFs
JOMIS,1.4.2.5.3,Burn Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
JOMIS,1.4.2.5.3,Burn Care,W8,Improve Readiness Health and Experience
JOMIS,1.4.1.1.3,Enhance Warfighter Sensory  Cognitive  and Motor Capabilities,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,1.4.1.1.3,Enhance Warfighter Sensory  Cognitive  and Motor Capabilities,E4,Deliver Solutions to Combatant Commands
JOMIS,1.4.1.1.3,Enhance Warfighter Sensory  Cognitive  and Motor Capabilities,W8,Improve Readiness Health and Experience
JOMIS,1.4.1.1.3,Enhance Warfighter Sensory  Cognitive  and Motor Capabilities,W10,Deploy Solutions for 21st Century
JOMIS,1.4.1.6.1,First Responder Care,E2,Optimize Operations Across the Military Health System
JOMIS,1.4.1.6.1,First Responder Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,1.4.1.6.1,First Responder Care,E4,Deliver Solutions to Combatant Commands
JOMIS,1.4.1.6.1,First Responder Care,W2,Ensure that Everyone Can Succeed
JOMIS,1.4.1.6.1,First Responder Care,W5,Manage and Administer MTFs
JOMIS,1.4.1.6.1,First Responder Care,W8,Improve Readiness Health and Experience
JOMIS,1.4.1.6.1,First Responder Care,W9,Strengthen Strategic Partnerships and Alliances
JOMIS,1.4.1.6.1,First Responder Care,W10,Deploy Solutions for 21st Century
JOMIS,1.2.1,Training,E1,Empower and Care for Our People
JOMIS,1.2.1,Training,E2,Optimize Operations Across the Military Health System
JOMIS,1.2.1,Training,W1,Build Robust Improvement Capability
JOMIS,1.2.1,Training,W2,Ensure that Everyone Can Succeed
JOMIS,1.2.1,Training,W8,Improve Readiness Health and Experience
JOMIS,5.3.1.1,Analyze Situation,W1,Build Robust Improvement Capability
JOMIS,5.3.1.1,Analyze Situation,W4,Unify and Fully Integrate the Enterprise Support Activities
JOMIS,5.3.1.1,Analyze Situation,W5,Manage and Administer MTFs
JOMIS,5.3.1.1,Analyze Situation,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
JOMIS,5.3.1.1,Analyze Situation,W7,Deliver and Sustain Electronic Health Record
JOMIS,4.7.1.3,Sustainment of Installation Assets,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,4.7.1.3,Sustainment of Installation Assets,E4,Deliver Solutions to Combatant Commands
JOMIS,4.7.1.3,Sustainment of Installation Assets,W4,Unify and Fully Integrate the Enterprise Support Activities
JOMIS,4.7.1.3,Sustainment of Installation Assets,W5,Manage and Administer MTFs
JOMIS,4.2.2,Inventory Management,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,4.2.2,Inventory Management,E4,Deliver Solutions to Combatant Commands
JOMIS,4.2.2,Inventory Management,W10,Deploy Solutions for 21st Century
JOMIS,1.4.2.3.1,Ambulatory Diagnostic Services (Medical),E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,1.4.2.3.1,Ambulatory Diagnostic Services (Medical),E4,Deliver Solutions to Combatant Commands
JOMIS,1.4.2.3.1,Ambulatory Diagnostic Services (Medical),W5,Manage and Administer MTFs
JOMIS,1.4.2.3.1,Ambulatory Diagnostic Services (Medical),W8,Improve Readiness Health and Experience
JOMIS,9.3,Information Management,E4,Deliver Solutions to Combatant Commands
JOMIS,9.3,Information Management,W7,Deliver and Sustain Electronic Health Record
JOMIS,9.3,Information Management,W10,Deploy Solutions for 21st Century
JOMIS,1.4.1.5.2,Casualty Evacuation (CASEVAC),E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,1.4.1.5.2,Casualty Evacuation (CASEVAC),E4,Deliver Solutions to Combatant Commands
JOMIS,1.4.1.5.2,Casualty Evacuation (CASEVAC),W5,Manage and Administer MTFs
JOMIS,1.4.1.5.2,Casualty Evacuation (CASEVAC),W8,Improve Readiness Health and Experience
JOMIS,1.4.1.5.2,Casualty Evacuation (CASEVAC),W9,Strengthen Strategic Partnerships and Alliances
JOMIS,1.4.1.5.2,Casualty Evacuation (CASEVAC),W10,Deploy Solutions for 21st Century
JOMIS,5.2.1.1,Compile Information,W1,Build Robust Improvement Capability
JOMIS,5.2.1.1,Compile Information,W5,Manage and Administer MTFs
JOMIS,5.2.1.1,Compile Information,W8,Improve Readiness Health and Experience
JOMIS,5.2.1.1,Compile Information,W10,Deploy Solutions for 21st Century
JOMIS,5.2.1.1,Compile Information,E2,Optimize Operations Across the Military Health System
JOMIS,5.2.1.1,Compile Information,W1,Build Robust Improvement Capability
JOMIS,5.2.1.1,Compile Information,W5,Manage and Administer MTFs
JOMIS,1.4.1.5.1,Aeromedical Evacuation (AE),E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,1.4.1.5.1,Aeromedical Evacuation (AE),E4,Deliver Solutions to Combatant Commands
JOMIS,1.4.1.5.1,Aeromedical Evacuation (AE),W5,Manage and Administer MTFs
JOMIS,1.4.1.5.1,Aeromedical Evacuation (AE),W8,Improve Readiness Health and Experience
JOMIS,1.4.1.5.1,Aeromedical Evacuation (AE),W9,Strengthen Strategic Partnerships and Alliances
JOMIS,1.4.1.5.1,Aeromedical Evacuation (AE),W10,Deploy Solutions for 21st Century
JOMIS,5.2.2.2,Analyze Information,W1,Build Robust Improvement Capability
JOMIS,5.2.2.2,Analyze Information,W3,Gather Develop and Prioritize Requirements
JOMIS,5.2.2.2,Analyze Information,W4,Unify and Fully Integrate the Enterprise Support Activities
JOMIS,5.2.2.2,Analyze Information,W5,Manage and Administer MTFs
JOMIS,5.2.2.2,Analyze Information,W7,Deliver and Sustain Electronic Health Record
JOMIS,5.2.2.2,Analyze Information,W9,Strengthen Strategic Partnerships and Alliances
JOMIS,1.4.1.5.9,Staging and Management of Patient Movement Teams,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,1.4.1.5.9,Staging and Management of Patient Movement Teams,E4,Deliver Solutions to Combatant Commands
JOMIS,1.4.1.5.9,Staging and Management of Patient Movement Teams,W8,Improve Readiness Health and Experience
JOMIS,1.4.1.5.9,Staging and Management of Patient Movement Teams,W9,Strengthen Strategic Partnerships and Alliances
JOMIS,1.4.1.5.9,Staging and Management of Patient Movement Teams,W10,Deploy Solutions for 21st Century
JOMIS,6.2.3.3,Content Discovery,E4,Deliver Solutions to Combatant Commands
JOMIS,6.2.3.3,Content Discovery,W7,Deliver and Sustain Electronic Health Record
JOMIS,1.4.1.8.2,Develop and Maintain Shared Situational Awareness and Understanding,E4,Deliver Solutions to Combatant Commands
JOMIS,1.4.1.8.2,Develop and Maintain Shared Situational Awareness and Understanding,W5,Manage and Administer MTFs
JOMIS,1.4.1.8.2,Develop and Maintain Shared Situational Awareness and Understanding,W7,Deliver and Sustain Electronic Health Record
JOMIS,1.4.1.8.2,Develop and Maintain Shared Situational Awareness and Understanding,W8,Improve Readiness Health and Experience
JOMIS,1.4.1.8.2,Develop and Maintain Shared Situational Awareness and Understanding,W9,Strengthen Strategic Partnerships and Alliances
JOMIS,1.4.1.8.2,Develop and Maintain Shared Situational Awareness and Understanding,M1,Optimize Critical Internal Management Processes
JOMIS,1.4.3.9.2,Blood,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,1.4.3.9.2,Blood,E4,Deliver Solutions to Combatant Commands
JOMIS,1.4.3.9.2,Blood,W3,Gather Develop and Prioritize Requirements
JOMIS,1.4.3.9.2,Blood,W5,Manage and Administer MTFs
JOMIS,1.4.3.9.2,Blood,W8,Improve Readiness Health and Experience
JOMIS,1.4.2.4.3,Routine Ambulatory Care (Medical),E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,1.4.2.4.3,Routine Ambulatory Care (Medical),E4,Deliver Solutions to Combatant Commands
JOMIS,1.4.2.4.3,Routine Ambulatory Care (Medical),W5,Manage and Administer MTFs
JOMIS,1.4.2.4.3,Routine Ambulatory Care (Medical),W8,Improve Readiness Health and Experience
JOMIS,4.6.1.2,Develop and Maintain Facilities,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,4.6.1.2,Develop and Maintain Facilities,E4,Deliver Solutions to Combatant Commands
JOMIS,4.6.1.2,Develop and Maintain Facilities,W5,Manage and Administer MTFs
JOMIS,4.6.1.2,Develop and Maintain Facilities,M1,Optimize Critical Internal Management Processes
JOMIS,1.4.2.4.9,Surgery (Inpatient),E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,1.4.2.4.9,Surgery (Inpatient),E4,Deliver Solutions to Combatant Commands
JOMIS,1.4.2.4.9,Surgery (Inpatient),W5,Manage and Administer MTFs
JOMIS,1.4.2.4.9,Surgery (Inpatient),W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
JOMIS,1.4.2.4.9,Surgery (Inpatient),W8,Improve Readiness Health and Experience
JOMIS,1.4.2.4.4,Routine Ambulatory Care (Dental),E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,1.4.2.4.4,Routine Ambulatory Care (Dental),E4,Deliver Solutions to Combatant Commands
JOMIS,1.4.2.4.4,Routine Ambulatory Care (Dental),W5,Manage and Administer MTFs
JOMIS,1.4.2.4.4,Routine Ambulatory Care (Dental),W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
JOMIS,1.4.2.4.4,Routine Ambulatory Care (Dental),W8,Improve Readiness Health and Experience
JOMIS,1.4.1.2.1,Access a Healthy and Fit Force,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,1.4.1.2.1,Access a Healthy and Fit Force,E4,Deliver Solutions to Combatant Commands
JOMIS,1.4.1.2.1,Access a Healthy and Fit Force,W8,Improve Readiness Health and Experience
JOMIS,1.4.1.6.2,Forward Resuscitative Care,E2,Optimize Operations Across the Military Health System
JOMIS,1.4.1.6.2,Forward Resuscitative Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,1.4.1.6.2,Forward Resuscitative Care,E4,Deliver Solutions to Combatant Commands
JOMIS,1.4.1.6.2,Forward Resuscitative Care,W2,Ensure that Everyone Can Succeed
JOMIS,1.4.1.6.2,Forward Resuscitative Care,W8,Improve Readiness Health and Experience
JOMIS,1.4.1.6.2,Forward Resuscitative Care,W9,Strengthen Strategic Partnerships and Alliances
JOMIS,1.4.1.6.2,Forward Resuscitative Care,W10,Deploy Solutions for 21st Century
JOMIS,1.4.2.4.5,Surgery (Ambulatory),E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,1.4.2.4.5,Surgery (Ambulatory),E4,Deliver Solutions to Combatant Commands
JOMIS,1.4.2.4.5,Surgery (Ambulatory),W5,Manage and Administer MTFs
JOMIS,1.4.2.4.5,Surgery (Ambulatory),W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
JOMIS,1.4.2.4.5,Surgery (Ambulatory),W8,Improve Readiness Health and Experience
JOMIS,1.4.3.6.1,Develop and Manage Defense Health Program (DHP),E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,1.4.3.6.1,Develop and Manage Defense Health Program (DHP),W3,Gather Develop and Prioritize Requirements
JOMIS,1.4.3.6.1,Develop and Manage Defense Health Program (DHP),W5,Manage and Administer MTFs
JOMIS,1.4.3.6.1,Develop and Manage Defense Health Program (DHP),W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
JOMIS,1.4.3.6.1,Develop and Manage Defense Health Program (DHP),W8,Improve Readiness Health and Experience
JOMIS,1.4.3.6.1,Develop and Manage Defense Health Program (DHP),W10,Deploy Solutions for 21st Century
JOMIS,1.4.3.6.1,Develop and Manage Defense Health Program (DHP),M1,Optimize Critical Internal Management Processes
JOMIS,6.2.1,Information Sharing,E4,Deliver Solutions to Combatant Commands
JOMIS,6.2.1,Information Sharing,W7,Deliver and Sustain Electronic Health Record
JOMIS,4.7.1.2,Facilities Support,E4,Deliver Solutions to Combatant Commands
JOMIS,4.7.1.2,Facilities Support,W5,Manage and Administer MTFs
JOMIS,4.7.1.2,Facilities Support,M1,Optimize Critical Internal Management Processes
JOMIS,1.4.1.4.9,Archive and Retrieve Health-Related Documents and Data,W7,Deliver and Sustain Electronic Health Record
JOMIS,1.4.1.4.9,Archive and Retrieve Health-Related Documents and Data,W8,Improve Readiness Health and Experience
JOMIS,1.4.3.7,Medical Information Management,W5,Manage and Administer MTFs
JOMIS,1.4.3.7,Medical Information Management,W7,Deliver and Sustain Electronic Health Record
JOMIS,1.4.3.7,Medical Information Management,W10,Deploy Solutions for 21st Century
JOMIS,1.4.3.7,Medical Information Management,M1,Optimize Critical Internal Management Processes
JOMIS,5.1.2.3,Assign Roles and Responsibilities,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JOMIS,5.1.2.3,Assign Roles and Responsibilities,W1,Build Robust Improvement Capability
JOMIS,5.1.2.3,Assign Roles and Responsibilities,W2,Ensure that Everyone Can Succeed
JOMIS,5.1.2.3,Assign Roles and Responsibilities,W4,Unify and Fully Integrate the Enterprise Support Activities
JOMIS,5.1.2.3,Assign Roles and Responsibilities,W5,Manage and Administer MTFs
JOMIS,5.1.2.3,Assign Roles and Responsibilities,M1,Optimize Critical Internal Management Processes
JPAS,4.5.1,Contract Support Integration,E2,Optimize Operations Across the Military Health System
JPAS,4.5.1,Contract Support Integration,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JPAS,4.5.1,Contract Support Integration,W2,Ensure that Everyone Can Succeed
JPAS,4.5.1,Contract Support Integration,W5,Manage and Administer MTFs
JPAS,4.5.1,Contract Support Integration,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
JPAS,4.5.1,Contract Support Integration,W9,Strengthen Strategic Partnerships and Alliances
JPAS,4.5.1,Contract Support Integration,W10,Deploy Solutions for 21st Century
JPAS,4.5.1,Contract Support Integration,M1,Optimize Critical Internal Management Processes
JPIMS,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JPIMS,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
JPIMS,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
JPIMS,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
JPIMS,1.4.2.3.4,Laboratory Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JPIMS,1.4.2.3.4,Laboratory Diagnostic Services,E4,Deliver Solutions to Combatant Commands
JPIMS,1.4.2.3.4,Laboratory Diagnostic Services,W5,Manage and Administer MTFs
JPIMS,1.4.2.3.4,Laboratory Diagnostic Services,W8,Improve Readiness Health and Experience
JPIMS,1.2.3.1,Professional Military Education,E1,Empower and Care for Our People
JPIMS,1.2.3.1,Professional Military Education,E2,Optimize Operations Across the Military Health System
JPIMS,1.2.3.1,Professional Military Education,W1,Build Robust Improvement Capability
JPIMS,1.2.3.1,Professional Military Education,W2,Ensure that Everyone Can Succeed
JPIMS,1.2.3.1,Professional Military Education,W8,Improve Readiness Health and Experience
JPIMS,1.4.3.5.5,Health Professional Degree Granting Programs,E2,Optimize Operations Across the Military Health System
JPIMS,1.4.3.5.5,Health Professional Degree Granting Programs,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JPIMS,1.4.3.5.5,Health Professional Degree Granting Programs,W2,Ensure that Everyone Can Succeed
JPIMS,1.4.3.5.5,Health Professional Degree Granting Programs,W8,Improve Readiness Health and Experience
JPIMS,1.4.1.4.9,Archive and Retrieve Health-Related Documents and Data,W7,Deliver and Sustain Electronic Health Record
JPIMS,1.4.1.4.9,Archive and Retrieve Health-Related Documents and Data,W8,Improve Readiness Health and Experience
JPIMS,6.2.3.4,Content Delivery,E4,Deliver Solutions to Combatant Commands
JPIMS,6.2.3.4,Content Delivery,W7,Deliver and Sustain Electronic Health Record
JPIMS,1.4.1.3.3,Provide Health-Related Education,E4,Deliver Solutions to Combatant Commands
JPIMS,1.4.1.3.3,Provide Health-Related Education,W8,Improve Readiness Health and Experience
JPIMS,1.4.3.5.6,Graduate Medical Education,E2,Optimize Operations Across the Military Health System
JPIMS,1.4.3.5.6,Graduate Medical Education,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
JPIMS,1.4.3.5.6,Graduate Medical Education,W2,Ensure that Everyone Can Succeed
JPIMS,1.4.3.5.6,Graduate Medical Education,W8,Improve Readiness Health and Experience
JPIMS,6.1.3.1.1,Assure Access,E4,Deliver Solutions to Combatant Commands
JPIMS,6.1.3.1.1,Assure Access,W7,Deliver and Sustain Electronic Health Record
JPIMS,1.2.3.2,Civilian Education,E1,Empower and Care for Our People
JPIMS,1.2.3.2,Civilian Education,E2,Optimize Operations Across the Military Health System
JPIMS,1.2.3.2,Civilian Education,W1,Build Robust Improvement Capability
JPIMS,1.2.3.2,Civilian Education,W2,Ensure that Everyone Can Succeed
JPIMS,1.2.3.2,Civilian Education,W8,Improve Readiness Health and Experience
JPIMS,6.2.3.3,Content Discovery,E4,Deliver Solutions to Combatant Commands
JPIMS,6.2.3.3,Content Discovery,W7,Deliver and Sustain Electronic Health Record
JUNIPER,6.2.2.2,Distributed Computing,E4,Deliver Solutions to Combatant Commands
JUNIPER,6.2.2.2,Distributed Computing,W7,Deliver and Sustain Electronic Health Record
JXP,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
JXP,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
Juniper,6.2.2.2,Distributed Computing,E4,Deliver Solutions to Combatant Commands
Juniper,6.2.2.2,Distributed Computing,W7,Deliver and Sustain Electronic Health Record
KEA!,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
KEA!,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
KM,1.4.3.10,Medical Research and Development,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
KM,1.4.3.10,Medical Research and Development,W1,Build Robust Improvement Capability
KM,1.4.3.10,Medical Research and Development,W3,Gather Develop and Prioritize Requirements
KM,1.4.3.10,Medical Research and Development,W10,Deploy Solutions for 21st Century
KOKO,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
KOKO,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
KOKO,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
KOKO,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
KOKO,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
KONAN,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
KONAN,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
KONAN,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
KONAN,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
KONAN,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
KRP,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
KRP,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
KR REFRACTOR,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
KR REFRACTOR,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
KR REFRACTOR,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
KR REFRACTOR,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
KR REFRACTOR,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
LABCORP,1.4.2.3.4,Laboratory Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LABCORP,1.4.2.3.4,Laboratory Diagnostic Services,E4,Deliver Solutions to Combatant Commands
LABCORP,1.4.2.3.4,Laboratory Diagnostic Services,W5,Manage and Administer MTFs
LABCORP,1.4.2.3.4,Laboratory Diagnostic Services,W8,Improve Readiness Health and Experience
LABVIEW,6.2.2.4,End User Services,E4,Deliver Solutions to Combatant Commands
LABVIEW,6.2.2.4,End User Services,W7,Deliver and Sustain Electronic Health Record
LAB MANAGER,1.4.2.3.4,Laboratory Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LAB MANAGER,1.4.2.3.4,Laboratory Diagnostic Services,E4,Deliver Solutions to Combatant Commands
LAB MANAGER,1.4.2.3.4,Laboratory Diagnostic Services,W5,Manage and Administer MTFs
LAB MANAGER,1.4.2.3.4,Laboratory Diagnostic Services,W8,Improve Readiness Health and Experience
LAPROSCOPIC SIMULATOR,1.4.3.5.1,Core and Specialty Medical Education and Training Programs,E2,Optimize Operations Across the Military Health System
LAPROSCOPIC SIMULATOR,1.4.3.5.1,Core and Specialty Medical Education and Training Programs,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LAPROSCOPIC SIMULATOR,1.4.3.5.1,Core and Specialty Medical Education and Training Programs,W2,Ensure that Everyone Can Succeed
LAPROSCOPIC SIMULATOR,1.4.3.5.1,Core and Specialty Medical Education and Training Programs,W8,Improve Readiness Health and Experience
LASERFICHE,6.2.2.3,Server Services,E4,Deliver Solutions to Combatant Commands
LASERFICHE,6.2.2.3,Server Services,W7,Deliver and Sustain Electronic Health Record
LASER WELDER,1.4.2.4.4,Routine Ambulatory Care (Dental),E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LASER WELDER,1.4.2.4.4,Routine Ambulatory Care (Dental),E4,Deliver Solutions to Combatant Commands
LASER WELDER,1.4.2.4.4,Routine Ambulatory Care (Dental),W5,Manage and Administer MTFs
LASER WELDER,1.4.2.4.4,Routine Ambulatory Care (Dental),W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
LASER WELDER,1.4.2.4.4,Routine Ambulatory Care (Dental),W8,Improve Readiness Health and Experience
LATEX SENSITIVITY,1.4.2.2.3,Occupational Health Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LATEX SENSITIVITY,1.4.2.2.3,Occupational Health Services,E4,Deliver Solutions to Combatant Commands
LATEX SENSITIVITY,1.4.2.2.3,Occupational Health Services,W5,Manage and Administer MTFs
LATEX SENSITIVITY,1.4.2.2.3,Occupational Health Services,W8,Improve Readiness Health and Experience
LD2,1.4.2.2.3,Occupational Health Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LD2,1.4.2.2.3,Occupational Health Services,E4,Deliver Solutions to Combatant Commands
LD2,1.4.2.2.3,Occupational Health Services,W5,Manage and Administer MTFs
LD2,1.4.2.2.3,Occupational Health Services,W8,Improve Readiness Health and Experience
LEAD,1.4.2.3.5,Radiology Diagnostic Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LEAD,1.4.2.3.5,Radiology Diagnostic Services,E4,Deliver Solutions to Combatant Commands
LEAD,1.4.2.3.5,Radiology Diagnostic Services,W5,Manage and Administer MTFs
LEAD,1.4.2.3.5,Radiology Diagnostic Services,W8,Improve Readiness Health and Experience
LEERS,1.4.3.7,Medical Information Management,W5,Manage and Administer MTFs
LEERS,1.4.3.7,Medical Information Management,W7,Deliver and Sustain Electronic Health Record
LEERS,1.4.3.7,Medical Information Management,W10,Deploy Solutions for 21st Century
LEERS,1.4.3.7,Medical Information Management,M1,Optimize Critical Internal Management Processes
LENSOMETER,1.4.2.4.3.2,Specialty Care,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LENSOMETER,1.4.2.4.3.2,Specialty Care,E4,Deliver Solutions to Combatant Commands
LENSOMETER,1.4.2.4.3.2,Specialty Care,W5,Manage and Administer MTFs
LENSOMETER,1.4.2.4.3.2,Specialty Care,W6,Modernize Private Sector Component of TRICARE Program in Support of Readiness and Health
LENSOMETER,1.4.2.4.3.2,Specialty Care,W8,Improve Readiness Health and Experience
LEXI-COMP,1.4.2.4.10,Pharmacy Services,E3,Co-create Optimal Outcomes for Health Well-Being and Readines
LEXI-COMP,1.4.2.4.10,Pharmacy Services,E4,Deliver Solutions to Combatant Commands
LEXI-COMP,1.4.2.4.10,Pharmacy Services,W2,Ensure that Everyone Can Succeed
