2015 JCA NAME,Count,E1,E2,E3,E4,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,M1,JCA ID,JCA Definitions
Establish Measures of Effectiveness,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5.3.2,"The ability to establish criteria used to assess changes in system behavior, capability, or operational environment that are tied to measuring the attainment of an end state, achievement of an objective, or creation of an effect."
Establish Measures of Performance,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5.3.1,The ability to establish criteria or conditions used to measure task accomplishment.
Establish Metrics,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5.3,The ability to establish objective criteria to assess performance and results.
Establish Rule Sets,8,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,5.4.3,The ability to construct directives that delineate circumstances and limitations for actions.
Establish Selection Criteria,6,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,5.3.5.1,The ability to define the valuation metrics to compare COAs.
Establish/Adapt Lines of Communication and Relationships to Enable Global / Regional Collaboration of all Medical Partners,6,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1.4.1.7.3,"The ability to quickly establish or adapt command structures across the force and within the staff, tailored to the mission, to create the processes that will enable horizontal and vertical collaboration."
Evaluate Courses of Actions,6,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,5.3.5.2,"The ability to assess the strengths and weaknesses of each proposed COA (e.g., exercises, wargames, modeling and simulation, etc)."
Evaluate Operational Environment,6,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,5.3.2.1,The ability to assess the circumstances and characteristics of a situation or environment.
Evaluation (AP),5,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,2.4.2,"The ability to identify, classify and verify information associated with time sensitive objectives enabling further analysis or action."
EXercise Medical Management of Seamless Interoperable Medical Operations,4,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1.4.1.7.4,The ability to exercise authority and direction by a properly designated commander over assigned and attached forces in order to seamlessly accomplish its mission.
EXercising,5,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1.2.2,"The ability to plan, prepare, execute and assess maneuvers or simulated operations to validate training, conduct mission rehearsal, or evaluate capabilities."
EXperimentation,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1.2.7,"The ability to conduct an iterative process for developing and assessing concept-based hypotheses to identify and recommend the best value-added solutions for changes in doctrine, organization, training, materiel, leadership and education, personnel, and facilities and policy required to achieve significant advances in future operational capabilities."
EXplosives (ML),3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7.2.1.6,The ability to minimize the effects of explosive attacks which have the potential to kill personnel and destroy physical assets.
EXplosives (MN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2.2.5,The ability to minimize the effects of explosive attacks which do not have the potential to kill personnel and destroy physical assets.
Facilities Support,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4.7.1.2,"The ability to provide enduring bases and installations with the assets, programs, and services necessary to support US military forces."
Field Maintenance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3.2,The ability to change an item such that one or more measurable characteristics is altered
First Responder Care,8,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1.4.1.6.1,"The ability to provide initial medical care at, or near, the point of injury by the individual or medical and/or non-medical personnel. This may include preparing the casualty for transportation to the next medical capability, as required."
FiXed Target (EK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.1,The ability to maneuver to secure within the interdependent network of information technology infrastructures and the data within them.
FiXed Target (ENK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.1,The ability to kinetically engage targets under water at a depth of 40-200 feet.
Food Service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4.1,"The ability to prove, test, evaluate, inspect, and rework ammunition or ordnance items as required for retaining their desired capability."
Force Application,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"The ability to present, distribute, or make available intelligence, information and environmental content and products that enable understanding of the operational/physical environment to military and national decision-makers."
Force Configuration,10,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1.1.2,"The ability to take doctrine, organization, training, material, leadership and education, personnel, and facilities (DOTMLPF) requirements and translate them into programs and structure to accomplish the missions and functions required by the Secretary of Defense."
FORCE HEALTH PROTECTION,6,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1.4.1,"The ability to promote, improve, conserve and restore the mental and physical wellbeing of deployed forces."
Force Management,13,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.1,The ability to integrate new and existing human and technical assets from across the Joint Force and its mission partners to make the right capabilities available at the right time and place to support National security.
Force Preparation,5,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1.2,"The ability to develop, enhance, adapt and sustain the total force to effectively support National security."
Force Support,12,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,"The ability to establish, develop, maintain and manage a mission ready Total Force."
Foreign Instrumentation (SC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.1.3,The ability to intercept data from foreign equipment and control systems.
Forward Resuscitative Care,7,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1.4.1.6.2,"The ability to provide expedient healthcare at the point of injury to salvage life, limb, or eyesight and relieve pain. This care includes stabilizing the patient in preparation for transportation to the next higher medical capability, as required."
Forward Unit Feeding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4.1.2,The ability to provide services and functions essential to the technical management and support of the joint force.
Foster Organizational Collaboration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1.3,The ability to assign and refine appropriate decision authorities and accountability between leaders and subordinates.
Gap Crossing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6.1.1,"The ability to enable the planning, organizing, staffing, controlling, and leading of OCS efforts required to meet the Joint Force Commander's objectives."
General Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6.1,The ability to oversee and integrate of contractor personnel and associated equipment
Geophysical (MSC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.3.3,"The ability to detect phenomena and gather information transmitted through the geophysical area of the earth, oceans, and surrounding atmosphere, including man-made objects."
Geospatial Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6.3,"The ability to enable both mounted and dismounted movement and maneuver where and when desired without interruption or delay through complex terrain (ranging from littoral to mountainous areas), built up areas (cities, towns, and villages to include subterranean structures), and complex manmade and natural obstacles to achieve the commander’s intent without loss of speed or flexibility."
Global Access Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6.1.4,"The ability to enable joint forces to overcome breaks or openings in terrain (dry or wet, natural or man-made) by providing a system of temporary and permanent crossing techniques and equipment."
Global Force Management,10,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1.1.1,"The ability to align force apportionment, assignment, and allocation methodologies in support of the National Defense Strategy and joint force availability requirements; present comprehensive insights into the global availability and operational readiness of U.S. military forces; globally source joint force requirements; and provide senior decision makers a vehicle to quickly and accurately assess the impact and risk of proposed allocation, assignment and apportionment changes. (From Annex A (Glossary) “Global Force Management Guidance FY 2005”)"
Global Patient Movement,11,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1.4.1.5,"The ability to evacuate injured and ill personnel with appropriate enroute carThis includes all activities related to CASEVAC, MEDEVAC, aeromedical evacuation (AE), enroute care, patient movement planning, medical regulating, patient staging facilities, patient movement items, and patient in-transit visibilitAlso included are all activities related to maintaining DODs Global Patient Movement Network."
Global Posture EXecution,8,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1.1.3,"The ability to develop a global network of host-nation relationships, activities, and footprint of facilities and forces by refining operational requirements for, implementing, and sustaining posture changes."
Graduate Medical Education,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1.4.3.5.6,"The ability to plan, conduct, and properly document graduate medical education obtained while serving as an intern, resident, or fellow after graduation from medical school. Graduate Medical Education must provide a mechanism for physicians to obtain advanced medical education necessary to achieve specialty board eligibility and certification through accredited institutions and organizations sanctioned by national bodies."
Harden Key Infrastructure and Facilities,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.6.1.6,"The ability to assess, construct, repair, and improve routes, railroads, intermodal facilities, and supporting infrastructure to allow the speedy flow of personnel, supplies, and equipment into theater and forward to tactical units."
Hardened (EKFSA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.1.1.2.1,The ability to kinetically engage targets that are not protected against attack.
Hardened (EKFSP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.1.1.1.1,The ability to kinetically engage a geographic area or object that is unable to move.
Hardened (EKFU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.1.2.1,"The ability to kinetically engage targets reinforced (with armor, concrete, dirt, etc.) to protect against blast, heat, or radiation."
Hardened (EKMSA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.3.3.2.1,The ability to kinetically engage moving targets that are not protected against attack.
Hardened (EKMSP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.3.3.1.1,The ability to kinetically engage moving targets in the region beginning at the lower boundary of the Earth’s ionosphere (approximately 50 KMs) and extending outward.
Hardened (EKSSA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.2.1.2.1,The ability to kinetically engage targets that are not protected against attack.
Hardened (EKSSP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1.2.1.1.1,The ability to kinetically engage an object that could move but is currently not moving.
Health Facility Construction,4,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1.4.3.8.1,"The ability to manage and execute the Defense-Wide Medical Military Construction Program and the DHP Sustainment, Restoration and Modernization (SRM) Construction Program. Health Facility Construction requires the ability to interpret a user’s planning and program requirements into written specifications and detailed construction drawings in accordance with applicable laws, codes and standards required to build and sustain health facilities, ensure public safety and ensure health mission accomplishment."
Health Information Performance Assessment,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.4.3.7.2,"The ability to use the knowledge from and measure strategic value (in the eyes of the relevant user community) of fielded health information products, systems, and services to enable portfolio governance, balance investment decisions, improve health care business operations, and outcomes in health areas at personal, population, and readiness levels."
Health Information Technology Requirements and Development,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1.4.3.7.1,"The ability to develop and execute an IM-IT strategic plan composed of prioritized needs, the validated requirements necessary to build and effectively use information technology, and the sequencing plan necessary for operational success. The ability includes understanding the workflows, data needs, and human-to-system interfaces to improve health care outcomes as well as the ability to identify, validate, plan, resource, develop, test, produce, and sustain IT products and services that meet validated MHS requirements."
Health Professional Degree Granting Programs,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1.4.3.5.5,"The ability to plan, conduct, and properly document formal education programs that result in the issuance of health care professional degrees to students who successfully complete all prescribed program requirements. Requirements for Health Professional Degree Granting programs must be based upon contingency plans and projected operations in support of the Department’s global health care mission. In additional to providing a mechanism for health professional degree issuance, programs must understand the uniqueness of military medicine. Health Professional Degree granting programs will maintain compliance with governing health education regulations and standards."
Health Quality and Safety,7,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1.4.2.1.1,"The ability to gain and maintain awareness of advances in proven healthcare delivery practices and technologies; promote infusion into the scope of care; and use measurable approaches with outcome monitoring to enhance the quality of health and attain desired health outcomes. Safety includes the avoidance of unsafe events, or prevention, or amelioration of adverse outcomes or injuries stemming from the processes of healthcare. Health safety also involves the ability to establish operational systems and processes that minimize the likelihood of errors and maximize the likelihood of intercepting them so that they will not occur. Health quality and safety includes quality assurance, quality improvement, and risk management."
Health Readiness,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.4,Joint Medical Research and Development
HEALTH SERVICE DELIVERY,12,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1.4.2,The ability to provide acute or long-term primary or specialty care capabilities to all eligible beneficiaries outside the theater in either the direct or purchased care system.
HEALTH SERVICES CONTRACT DEVELOPMENT,5,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1.4.3.1,"The ability to identify, accurately assess, and develop a plan to acquire evidenced-based and outcome-focused health services and capabilities which are delivered in a ?patient-centered fashion and are defined in the military health benefit, which are not readily available via organic military medical capabilities or are more cost effectively provided by health industry partners."
HEALTH SERVICES CONTRACT MANAGEMENT,7,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1.4.3.2,"The ability to manage administrative activities associated with contracts (e.g., invitations to bid, bid evaluation, award of contracts/task orders, contract implementation, measurement of work completed, verification and computation of payments and contract closeout)."
HEALTH SYSTEM SUPPORT,11,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1.4.3,"The ability to perform health care administrative and support related functions to sustain and continuously improve MHS mission effectiveness through focused development of people, technology, infrastructure, and joint organizational culture.  Chapter 4 provides definitions for the capabilities required for operating in the manner described in the central and supporting ideas of Chapter 3. The following functional capability areas describe the capabilities required to support the MHS in its delivery of effective and integrated health support to the DoD and all designated beneficiaries. These capabilities will be further refined into tasks, conditions and attributes and standards in Appendix B. HSS capabilities are interdependent with FHP and HSD capabilities. They enable the seamless delivery of health care and improve health outcomes in both garrison (home-based) and expeditionary environments."
Housing Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7.2.4,"The ability to protect and rescue people, facilities, aircrews, aircraft and other assets from loss due to accident or disaster."
Human Based Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.4,"The ability to acquire information from human resources, human-derived data, and human reconnaissance assets."
Human Capital Management,8,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1.3,"The ability to ensure, within the life cycle management of total force human resources, the availability of personnel equipped with required skill sets and capabilities to achieve mission success."
Human Intelligence (HBC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.4.1,The ability to gather information for intelligence purposes derived from information collected and provided by human sources.
Human Performance Optimization (HPO) Capabilities,4,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1.4.1.1,The ability to extend physical and mental endurance and enhance physiological and psychological resilience to reduce future joint force injury and illness by enhancing physical
Hygiene Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4.4,"The ability to manage and operate power, environmental control, water, and waste systems."
Ice Service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4.2.4,"The ability to provide and distribute fresh, brackish, or seawater from storage to point of use that has not been treated or disinfected and has not been approved for human consumption."
Identification of emerging health threats,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.4.1.10.1,"Through the active monitoring of the environment and medical surveillance systems, interagency coordination and identification of health threats to military forces and the larger population within the homeland are made in a timely enough manner to affect preventative measures or to allow remediation."
Identify Aid Requirements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2.2.1,"The ability to assess, identify and understand requirements and required resources to provide assistance to foreign partners or institutions."
Identify and Understand Adversary and Competitor Attitudes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1.3.1,"The ability to identify and understand beliefs, perceptions and reactions of adversary and competitor audiences relevant to the strategies, policies, objectives and operations of the U.S. Government and its partners taking into account the political setting, adversary domestic politics, partner reaction and US domestic considerations."
Identify Foreign Audience Attitudes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1.2.1,"The ability to identify and understand the cultures, social dynamics, and interrelationships and attitudes of relevant foreign audiences regarding their understanding and support of the strategies, policies, objectives, and operations of the U.S. Government and its partners taking into account the political setting, relevant foreign audience international and domestic politics, partner reaction and US domestic considerations."
Identify Foreign Security-Related Capabilities,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.2.4.1,The ability to identify and understand the capabilities of governments and institutions that may complement or assist the U.S. in furthering its national security or shared global security interests.
Identify Misinformation and Disinformation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1.1.2,"The ability to identify incorrect, false and/or misleading information (whether intentional or not) that adversely impacts the interests of the United States or its partners."
Imagery Collection (IC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.2,"The ability to obtain a visual presentation or likeness of any natural or man-made feature, object, or activity at rest or in motion."
Immunization:,4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1.4.2.2.1.4,"The ability to protect susceptible patients from communicable diseases by administration of a living modified agent, a suspension of killed organisms, a protein expressed in a heterologous organism, or an inactivated toxin in order to induce antibody formation. Military members will receive all DoD-mandated routine immunizations (currently Hepatitis A/B, tetanus-diphtheria, inactive polio virus, MMR, and seasonal influenza) and all required contingency and travel-related immunizations (e.g. smallpox, anthrax, yellow fever, etc). Additionally, military members and other DoD healthcare beneficiaries will be offered all immunizations recommended (beyond those required by DoD) by the Advisory Committee of Immunization Practices (ACIP). These immunizations and any adverse events will be tracked and monitored. Future emerging/novel infectious disease threats to DoD forces may require rapid vaccine development and production capabilities beyond that which can be generated short-notice in the civilian sector. The DoD should have inherent capabilities that can be activated to meet this national security need."
Individual human and animal,5,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1.4.1.4.3.2,"Monitoring and surveillance of supported populations enables preventive medicine analysis which informs activities to accomplish medical countermeasures which, in turn, prevent casualties and ensure a fit and healthy deployed force (to include US government (USG) owned animals)."
Influence Adversary and Competitor Audiences,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.1.3,The ability to develop and present credible information to competitor and adversary audiences to prompt them to react in a manner that is favorable to U.S. interests.
Inform Domestic and Foreign Audiences,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1.1,"The ability to understand, engage, develop and present objective information and to correct misinformation or disinformation to domestic and foreign audiences to improve their understanding of the strategies, policies, and operations of the U.S. Government and its partners."
Information Categorization (PE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3.2,"The ability to identify, classify and verify information associated with time sensitive objectives enabling further analysis or action."
Information Management,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9.3,"The ability to provide oversight and policy guidance to ensure compliance with standards for developing, maintaining, and implementing sound, integrated and interoperable architectures across the Department."
Information Sharing,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.2.1,The ability to provide physical and virtual access to hosted information and data centers across the enterprise and with mission partners based on established data standards.
Information Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1.1,The ability to transport information and services via assured end-to-end connectivity across the NC environment.
Infrastructure (MTSL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.4.3.2,The ability to secure the region beginning at the lower boundary of the Earth’s ionosphere (approximately 50 KMs) and extending outward.
Inpatient Diagnostic Services,4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1.4.2.3.3,The ability to apply diagnostic examination and capabilities that require or support an admission to a hospital. Examples are diagnostic laboratory and radiological services before or after inpatient surgery.
Inpatient Non-Surgical Treatment,5,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1.4.2.4.7,The ability to provide all non-surgical medical care and services to treat patients admitted to a hospital for at least one overnight stay.
Inspect,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4.3.1.1,"The ability to work collaboratively with all partners and customers within a networked JSE, i.e., net-centric environment, to attain real time global visibility of requirements, total inventory, resources and capabilities, share knowledge and information, conduct integrated joint supply operations and performance reviews, and when required, coordinate adjustments to the end-to-end supply process and capabilities to optimize performance for the JFC."
Inspect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3.2.1,"The ability to prove, test, evaluate, inspect, and rework ammunition or ordnance items as required for retaining their desired capability."
Inspections,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,9.1.2.2,The ability to analyze the control of DOD resources to ensure compliance and to provide recommendations for improvement.
Installation Feeding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7.2.9,"The ability to perform and provide port services including ship movements, berth allocations, magnetic silencing, cargo handling, transient vessel support, and waterborne spill response at DOD and commercial seaports."
Installation Safety,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,4.7.2.2,"The ability to provide and manage activities to assist communities impacted by changes in the Defense footprint caused by base closures, realignments, expansions, or significant changes in Defense industry employment. Includes assessing economic hardships, evaluating alternatives for local recovery, identifying resource requirements, and assisting in creating action plans."
Installation Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7.2,"The ability to perform the restoration, modernization, and replacement of installation assets to meet tenant requirements and comply with safety and environmental laws to include cleanup of contamination from hazardous substances, pollutants, and contaminants."
Integrate Capabilities,9,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,5.1.2.4,The ability to organize forces to best accomplish the mission.
Integration (AP),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4.1,"The ability to identify, assimilate and correlate relevant information from single or multiple sources."
Intelligence  Surveillance and Reconnaissance (ENKES),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.2.5.4,"The ability to disrupt, deny, degrade or destroy an adversary’s use of position, navigation and timing sources."
Intensive Care,6,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1.4.2.4.8,"The ability to provide comprehensive and highly specialized, life-saving methods and equipment with continuous monitoring and care to seriously ill or injured patients with specially trained provider, nursing, and technical staff."
Interpretation (AP),5,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,2.4.3,"The ability to integrate, evaluate, analyze, and interpret, information from available sources to develop intelligence and forecast/predict the future state to enable situational awareness and provide actionable information."
Intuit,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.4.5,The ability to make instinctive assessments and preemptive decisions to adjust to and/or shape change.
Inventory Management,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4.2.2,"The ability to control, conduct and protect JDDE operations and accomplish necessary JDDE capability development activities to operate across the strategic, operational,"
Investigations,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,9.1.2.3,"The ability to perform inspection of DOD and contracted personnel and facilities to assess operational readiness, security and reliability."
Issue Alerts,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5.1.6,"The ability to forewarn military decision makers, operating location population and civilian authorities of immediate threats and other dangers."
Issue Estimates,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,5.5.1.1,"The ability to provide current situation, development, or trend analysis and interpret the significance, appraise the future possibilities and forecast the prospective results of the various actions that could be undertaken (DOD Dictionary)."
Issue Orders,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5.2.3,The ability to provide directives.
Issue Plans,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5.2.2,The ability to provide relevant plans.
Issue Priorities,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.5.1.2,The ability to provide prioritized elements to all required organizations and assets.
Issue Rule Sets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5.1.3,The ability to provide all directives applicable to subordinate organizations and assets.
Joint and Service Medical Education and Training,7,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1.4.3.5,"The ability to provide effective, relevant, dynamic, capabilities-based training for the joint and service medical forces in support of national security requirements across the full range of military operations. Joint and service medical education and training will provide the common framework for preparing medical personnel for current and future operations, thereby enhancing joint medical interoperability and deployability. Key components of a successful program will include an effective joint and service-specific military health care personnel education and training process; an adaptive and efficient environment in which to support military medical education and training; an effective joint and service-specific medical leader preparation process; and transformed military medical readiness training that enhances integrated operations and the ability to leverage recruiting and retention incentive programs to ensure total medical force capability. Additionally, there must be the ability to plan, conduct, and properly document advanced professional education obtained by non-physician privileged providers while serving as an intern, resident, or fellow after completion of graduate school."
Joint Medical Logistics and Infrastructure Support (JMLIS),5,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1.4.1.12,"The ability to orchestrate and synchronize the provision of integrated medical logistics capabilities for HR support to the joint force in a designated operational area. This involves the ability to tailor medical logistics capabilities to the needs of the supported force and mission in order to ensure the right medical materiel is available to supply/sustain FHP capabilities and at the right place and time, enabling uninterrupted health care throughout the entire life cycle of joint forces, including pre-deployment, deployment, and red-deployment. The primary functions of JMLIS include:"
Kinetic Means,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2.1,The ability to secure areas below the surface of a body of water.
Laboratory Diagnostic Services,4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1.4.2.3.4,"The ability to provide chemical, hematological, microscopic, microbiologic, immunologic, or pathologic study of secretions, discharges, blood, or tissue sections to help diagnose a medical or dental condition or disease."
Land (MTE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.1.3,The ability to move to a position of advantage in all environments in order to employ force.
Land (MTI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.2.3,The ability to place forces at a position of advantage in all environments.
Land (MTInfl),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.3.3,"The ability to move to a position of advantage in all environments in order to affect the behavior, capabilities, will, or perceptions of partner, competitor, or adversary leaders, military forces, and relevant populations."
Land (MTS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1.4.3,"The ability to control or deny (destroy, remove, contaminate, or block with obstacles) significant areas, with or without force, in the operational area whose possession or control provides either side an operational advantage."
Launch Support Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7.2.8,"The ability to provide airfield services including weather, air traffic control, terminal/special use airspace management, airfield and flight management, cargo and passenger services, and transient aircraft support."
Legal Matters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1.1.1,"The ability to provide advice on and manage all matters and services (domestic and international) performed within, or involving DOD to establish and oversee DOD policies and standards on matters including but not limited to Legal, Legislative, and the Media."
Legislative Matters,5,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,9.1.1.2,"The ability to support decision makers on all civil, acquisition, fiscal, military, international, and operational law issues."
Lessons Learned,10,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1.2.5,The ability to obtain results from an evolution or observation of an implemented corrective action that contributed to improved performance or increased capability or from an evaluation or observation of a positive finding that did not necessarily require corrective action other than sustainment.
Leverage Capacities and Capabilities of Security Establishments,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,8.2.4,The ability to stimulate foreign governments and institutions to employ capabilities that complement or assist the U.S. in furthering its national security or shared global security interests.
Leverage Mission Partners,6,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1.4.1.7.2,"The ability to achieve and maintain unity of effort and leverage the capabilities of mission partners to coordinate, collaborate, influence, persuade, negotiate and diplomatically achieve synchronization of efforts according to shared information and plans."
Light Detection and Ranging (IC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2.2.2,The ability to obtain a visual presentation produced by recording pulsed laser light reflected from a given object.
Line of Sight,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.1.1.2.1,The ability to exchange data or information via electromagnetic spectrum within line of sight.
Localized Communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1.1.1.1,"The ability to disseminate, transmit, or receive voice, data, video and integrated telecommunications via wire or optical means within the confines of a platform or an installation (e.g., command post, post, camp, station, base, installation, headquarters, or Federal building)."
Logistics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"The ability to disrupt, deny, degrade or destroy an adversary’s use of signals technology."
Logistics Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,"The ability to change an item such that one or more measurable characteristics is altered to improve equipment performance, increase reliability, improve supportability, or enhance safety. Modify includes conversion of items to change their mission, performance, or capability."
Long-Haul Telecommunications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1.1.1.2,"The ability to disseminate, transmit, or receive voice, data, video and integrated telecommunications via wire or optical means to, from and between platforms and/or installations (e.g., command post, post, camp, base, stations or federal buildings)."
